Agrupamiento,Imputación,Importe,fecha,DIPONIBILIDAD DE FONDOS,ORIGEN FONDOS
1.2.1.01.02,TASA SERVICIOS GENERALES MUNICIPALES -ANTERIORES-,12538826.44,2026-02-12 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,7321787.79,2026-02-12 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,7132425,2026-02-12 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,6982177.02,2026-02-12 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.01,MULTAS POR CONTRAVENCIONES DEL EJERCICIO,2221064.52,2026-02-12 00:00:00,Libre Disponibilidad,Municipales
1.2.2.11.01,DERECHOS DE CONSTRUCCION,1926813.65,2026-02-12 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,1536100,2026-02-12 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,1289000,2026-02-12 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,1208774.38,2026-02-12 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,563622.14,2026-02-12 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,517644.21,2026-02-12 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,498800,2026-02-12 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,458672,2026-02-12 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,340920,2026-02-12 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,235709.49,2026-02-12 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,184640.55,2026-02-12 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.01,OCUPACION Y USO DE ESPACIOS PUBLICOS DEL EJERCICIO,139051.64,2026-02-12 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,115984.69,2026-02-12 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,81010.32,2026-02-12 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.01,IMPUESTO AUTOMOTOR LEY 13.010 -EJERCICIO-,55601.16,2026-02-12 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.01,TASA SERVICIOS GENERALES MUNICIPALES - EJERCICIO-,307040141.9,2026-02-13 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,36602687,2026-02-13 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.02,MULTAS POR CONTRAVENCIONES EJERCICIOS ANTERIORES,34514033.67,2026-02-13 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,16138625,2026-02-13 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.02,TASA SERVICIOS GENERALES MUNICIPALES -ANTERIORES-,12511330.36,2026-02-13 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.01,DERECHOS DE OFICINA DEL EJERCICIO,12055571,2026-02-13 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,10261172.68,2026-02-13 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,5557447.58,2026-02-13 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,3988938.16,2026-02-13 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.01,MULTAS POR CONTRAVENCIONES DEL EJERCICIO,2197189.85,2026-02-13 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,1923000,2026-02-13 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,1356538.17,2026-02-13 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,739071.06,2026-02-13 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,672364.55,2026-02-13 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,670500,2026-02-13 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,640000,2026-02-13 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,441164,2026-02-13 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,342000,2026-02-13 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,314072.91,2026-02-13 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.01,OCUPACION Y USO DE ESPACIOS PUBLICOS DEL EJERCICIO,263040,2026-02-13 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,112867.66,2026-02-13 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,110238.62,2026-02-13 00:00:00,Libre Disponibilidad,Municipales
1.2.1.02,SERVICIOS ESPECIALES DE LIMPIEZA E HIGIENE,100940,2026-02-13 00:00:00,Libre Disponibilidad,Municipales
1.2.2.11.01,DERECHOS DE CONSTRUCCION,77660,2026-02-13 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,72000.05,2026-02-13 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.01,IMPUESTO AUTOMOTOR LEY 13.010 -EJERCICIO-,24818.52,2026-02-13 00:00:00,Libre Disponibilidad,Municipales
1.2.2.17.01,DERECHO POR OFICIO JUDICIAL DEL EJERCICIO,20000,2026-02-13 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.01,TASA SERVICIOS GENERALES MUNICIPALES - EJERCICIO-,199904831.5,2026-02-18 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,126335649,2026-02-18 00:00:00,Libre Disponibilidad,Municipales
1.6.2.01.02,INTERESES POR COLOCACIONES FINANCIERAS,96287671.23,2026-02-18 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.02,MULTAS POR CONTRAVENCIONES EJERCICIOS ANTERIORES,54152898.47,2026-02-18 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.01,DERECHOS DE OFICINA DEL EJERCICIO,17132930,2026-02-18 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,14959685.2,2026-02-18 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.02,TASA SERVICIOS GENERALES MUNICIPALES -ANTERIORES-,11500813.47,2026-02-18 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,6605726.63,2026-02-18 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,6590167.05,2026-02-18 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.01,MULTAS POR CONTRAVENCIONES DEL EJERCICIO,3284736.43,2026-02-18 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,2886400,2026-02-18 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,2716495.1,2026-02-18 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,2074500,2026-02-18 00:00:00,Libre Disponibilidad,Municipales
1.2.2.11.01,DERECHOS DE CONSTRUCCION,1806336.77,2026-02-18 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,1542000,2026-02-18 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,604957,2026-02-18 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,318293,2026-02-18 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,277701.09,2026-02-18 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,262160,2026-02-18 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.01,OCUPACION Y USO DE ESPACIOS PUBLICOS DEL EJERCICIO,254280,2026-02-18 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,240257.02,2026-02-18 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,145620,2026-02-18 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,95869.73,2026-02-18 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,81458.58,2026-02-18 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,38418.66,2026-02-18 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.01,IMPUESTO AUTOMOTOR LEY 13.010 -EJERCICIO-,7991,2026-02-18 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,827018815.8,2026-02-19 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.01,TASA SERVICIOS GENERALES MUNICIPALES - EJERCICIO-,188489863.8,2026-02-19 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,103046555.5,2026-02-19 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.02,MULTAS POR CONTRAVENCIONES EJERCICIOS ANTERIORES,31461092.59,2026-02-19 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,13738305.91,2026-02-19 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.01,DERECHOS DE OFICINA DEL EJERCICIO,11847386,2026-02-19 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,11824350,2026-02-19 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.02,TASA SERVICIOS GENERALES MUNICIPALES -ANTERIORES-,11627982.45,2026-02-19 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,6660625,2026-02-19 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,5529919.39,2026-02-19 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,5208597.15,2026-02-19 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,2926000,2026-02-19 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,2502827.27,2026-02-19 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.01,MULTAS POR CONTRAVENCIONES DEL EJERCICIO,2433912.55,2026-02-19 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,940304,2026-02-19 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,912387.07,2026-02-19 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.01,OCUPACION Y USO DE ESPACIOS PUBLICOS DEL EJERCICIO,645960,2026-02-19 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,362400,2026-02-19 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,309293.16,2026-02-19 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,272160,2026-02-19 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,186661.44,2026-02-19 00:00:00,Libre Disponibilidad,Municipales
1.2.2.11.01,DERECHOS DE CONSTRUCCION,140000,2026-02-19 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,129394.04,2026-02-19 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,64233,2026-02-19 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.01,IMPUESTO AUTOMOTOR LEY 13.010 -EJERCICIO-,24436.9,2026-02-19 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,1392077276,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.01,TASA SERVICIOS GENERALES MUNICIPALES - EJERCICIO-,170608668.5,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.02,TASA SERVICIOS GENERALES MUNICIPALES -ANTERIORES-,35582492.78,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,15386912.5,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.01,DERECHOS DE OFICINA DEL EJERCICIO,14840105,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.02,MULTAS POR CONTRAVENCIONES EJERCICIOS ANTERIORES,12804358.26,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,6154820.66,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,5173899.04,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,5167124.05,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,4169650,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,3239312.57,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,2279971.5,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,2245780,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,1878478.5,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.2.1.04,HABILITACIÓN DE COMERCIOS E INDUSTRIAS,860000,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,621520.02,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,465366,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.01,OCUPACION Y USO DE ESPACIOS PUBLICOS DEL EJERCICIO,428064,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,401940,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,396786.08,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,136097.39,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,119743.65,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.11.01,DERECHOS DE CONSTRUCCION,90000,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,78035.18,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.01,IMPUESTO AUTOMOTOR LEY 13.010 -EJERCICIO-,51674.98,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.2.2.17.01,DERECHO POR OFICIO JUDICIAL DEL EJERCICIO,20000,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.2.1.02,SERVICIOS ESPECIALES DE LIMPIEZA E HIGIENE,14420,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.01,MULTAS POR CONTRAVENCIONES DEL EJERCICIO,0.13,2026-02-20 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,637618643.2,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.01,TASA SERVICIOS GENERALES MUNICIPALES - EJERCICIO-,183211585.2,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.02,MULTAS POR CONTRAVENCIONES EJERCICIOS ANTERIORES,44370024.7,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,30774014.19,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.01,DERECHOS DE OFICINA DEL EJERCICIO,18462941.44,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,15464928.78,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.02,TASA SERVICIOS GENERALES MUNICIPALES -ANTERIORES-,13473394.53,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,13277650,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.2.1.22,INGRESOS VARIOS,10058465.34,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,7308446.37,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,6570700,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,6195447.97,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,2239985.74,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,1955680,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,1550473.09,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.01,MULTAS POR CONTRAVENCIONES DEL EJERCICIO,1315725.03,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,1001040.25,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,613200,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,549082,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.2.1.04,HABILITACIÓN DE COMERCIOS E INDUSTRIAS,430000,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,325478.34,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.2.2.11.01,DERECHOS DE CONSTRUCCION,313984.52,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,273780,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.01,OCUPACION Y USO DE ESPACIOS PUBLICOS DEL EJERCICIO,115776,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,91620.37,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.2.1.02,SERVICIOS ESPECIALES DE LIMPIEZA E HIGIENE,86520,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.01,IMPUESTO AUTOMOTOR LEY 13.010 -EJERCICIO-,62941,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,40558.05,2026-02-23 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,1774669434,2026-02-24 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.01,TASA SERVICIOS GENERALES MUNICIPALES - EJERCICIO-,143491686.7,2026-02-24 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.01,OCUPACION Y USO DE ESPACIOS PUBLICOS DEL EJERCICIO,70843772.5,2026-02-24 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.02,MULTAS POR CONTRAVENCIONES EJERCICIOS ANTERIORES,35486978.27,2026-02-24 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,26711239.68,2026-02-24 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,26522743.87,2026-02-24 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.02,TASA SERVICIOS GENERALES MUNICIPALES -ANTERIORES-,26198808.91,2026-02-24 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.01,DERECHOS DE OFICINA DEL EJERCICIO,24425112,2026-02-24 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,14713446.43,2026-02-24 00:00:00,Libre Disponibilidad,Municipales
1.2.6.08.02,MULTAS POR CONTRAVENCIONES (EJERC.ANTERIORES,12876000,2026-02-24 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.02,INFRACCION A LAS OBLIGACIONES EJERCICIO ANTERIORES,8917883.73,2026-02-24 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.01,CEMENTERIO EJERCICIO,7568060,2026-02-24 00:00:00,Libre Disponibilidad,Municipales
1.2.2.11.01,DERECHOS DE CONSTRUCCION,7410939.48,2026-02-24 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.02,IMPUESTO AUTOMOTOR LEY 13.010 - ANTERIORES-,6420757.56,2026-02-24 00:00:00,Libre Disponibilidad,Municipales
1.2.6.02.01,INFRACCION A LAS OBLIGACIONES EJERCICIO,2698552.1,2026-02-24 00:00:00,Libre Disponibilidad,Municipales
1.2.1.21,TASAS POR SERV.VARIOS EJERCICIO ANTERIOR,2240817.77,2026-02-24 00:00:00,Libre Disponibilidad,Municipales
1.2.2.08.02,CEMENTERIO EJERCICIOS ANTERIORES,1366064,2026-02-24 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.01,MULTAS POR CONTRAVENCIONES DEL EJERCICIO,1093885.93,2026-02-24 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.04,ALTAS Y/O BAJAS IMPOSIT.DE AUTOMOTORES,738600,2026-02-24 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.02,PUBLICIDAD Y PROPAGANDA -ANTERIORES-,734969.32,2026-02-24 00:00:00,Libre Disponibilidad,Municipales
1.1.9.08.01,PATENTE DE MOTOVEHICULOS DEL EJERCICIO,492010.92,2026-02-24 00:00:00,Libre Disponibilidad,Municipales
1.2.1.04,HABILITACIÓN DE COMERCIOS E INDUSTRIAS,254400,2026-02-24 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.05,ALTAS Y/O BAJAS IMPOSIT.DE MOTOVEHICULOS,242082.01,2026-02-24 00:00:00,Libre Disponibilidad,Municipales
1.2.2.14.02,DERECHOS DE OFICINA EJERCICIOS ANTERIORES,229319.9,2026-02-24 00:00:00,Libre Disponibilidad,Municipales
1.2.2.05.02,OCUPACION Y USO DE ESPACIOS PUBLICOS DE EJERCICOS ANTERIORES,216230.45,2026-02-24 00:00:00,Libre Disponibilidad,Municipales
1.1.9.05.01,IMPUESTO AUTOMOTOR LEY 13.010 -EJERCICIO-,89263.91,2026-02-24 00:00:00,Libre Disponibilidad,Municipales
1.2.1.02,SERVICIOS ESPECIALES DE LIMPIEZA E HIGIENE,14420,2026-02-24 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.03,TASA DE ALUMBRADO GENERALES FACTURADO POR EDESUR,1924094352,2026-02-25 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.01,INSPECCIÓN DE SEGURIDAD E HIGIENE -EJERCICIO-,1337181803,2026-02-25 00:00:00,Libre Disponibilidad,Municipales
1.2.1.01.01,TASA SERVICIOS GENERALES MUNICIPALES - EJERCICIO-,158952967.7,2026-02-25 00:00:00,Libre Disponibilidad,Municipales
1.2.1.14,TASA POR SERVICIOS VARIOS EJERCICIO,56611213.5,2026-02-25 00:00:00,Libre Disponibilidad,Municipales
1.2.6.01.02,MULTAS POR CONTRAVENCIONES EJERCICIOS ANTERIORES,28635096.91,2026-02-25 00:00:00,Libre Disponibilidad,Municipales
1.2.2.03.01,PUBLICIDAD Y PROPAGANDA -EJERCICIO-,25172889.16,2026-02-25 00:00:00,Libre Disponibilidad,Municipales
1.2.1.05.02,INSPECCIÓN DE SEGURIDAD E HIGIENE -ANTERIORES-,19218880.09,2026-02-25 00:00:00,Libre Disponibilidad,Municipales
